IDNO,State,Class,Name,Population,Lat,Long
1410,New Carnaby,town,Town of Tobruck,,,
1411,New Carnaby,town,Town of Sloppers,,,
1412,New Carnaby,town,Town of Westfolk,,,
1413,New Carnaby,town,Town of Rysehohl,,,
1414,New Carnaby,town,Ox Island,,,
1415,New Carnaby,town,Town of Black Swan,,,
1416,New Carnaby,town,Town of Parsons Knee,,,
1417,New Carnaby,town,Town of Owendale,,,
1418,New Carnaby,village,Town of Webster,,,
1419,New Carnaby,village,Town of Greenburgh,,,
1420,New Carnaby,village,Town of Mahwen,,,
1421,New Carnaby,village,Town of Duncett,,,
1422,New Carnaby,town,Creedle,,,
1423,New Carnaby,city,City of Belleville,,,
1424,New Carnaby,town,Wakefield,,,
1425,New Carnaby,town,Town of Mackleboro,,,
1426,New Carnaby,village,Lattibuck,,,
1427,New Carnaby,village,Obbott's Green,,,
1428,New Carnaby,village,Fieldminster,,,
1429,New Carnaby,village,Lakeshead,,,
1430,New Carnaby,village,Saint George Falls,,,
1431,New Carnaby,town,Town of Royal Oak,,,
1432,New Carnaby,town,Town of Alderlake,,,
1433,New Carnaby,city,City of Waltmore,,,
1434,New Carnaby,town,City of Phoenix,,,
1435,New Carnaby,town,Town of Wintergarden,,,
1436,New Carnaby,city,Delmerton,,,
1437,New Carnaby,town,Parsons,,,
1438,New Carnaby,town,Norris,,,
1439,New Carnaby,town,Neapolis,,,
1440,New Carnaby,town,Brick Furnace,,,
1441,New Carnaby,town,Mount Angel,,,
1442,New Carnaby,town,Christiansburg,,,
1443,New Carnaby,town,Christian's Field,,,
1444,New Carnaby,town,Sparkill Junction,,,
1445,New Carnaby,town,Mystic Lake,,,
1446,New Carnaby,town,Hazelwood,,,
1447,New Carnaby,town,Ferring Mills,,,
1448,New Carnaby,town,Tannersville,,,
1449,New Carnaby,town,Gallersburg,,,
1450,New Carnaby,town,Grand Valley,,,
1451,New Carnaby,town,Stanton Falls,,,
1452,New Carnaby,town,Bough Creek,,,
1453,New Carnaby,town,Lloyds,,,
1454,New Carnaby,town,Springs,,,
1455,New Carnaby,town,Coopersville,,,
1456,New Carnaby,town,Spencer Bridge,,,
1457,New Carnaby,town,Consingbroke,,,
1458,New Carnaby,town,Foundry Mills,,,
1459,New Carnaby,town,Mahwen Center,,,
1460,New Carnaby,town,North Mahwen,,,
1461,New Carnaby,town,Cobbet Village,,,
1462,New Carnaby,town,Royal Oak,,,
1463,New Carnaby,town,Flower Hill,,,
1464,New Carnaby,town,Town of Floyd,,,
1465,New Carnaby,town,Twertly,,,
1466,New Carnaby,town,Town of Graham,,,
1467,New Carnaby,town,Town of Hartburgh,,,
1468,New Carnaby,town,Town of Darsons,,,
1469,New Carnaby,town,Town of Great Acres,,,
1470,New Carnaby,town,Chippingfield,,,
1471,New Carnaby,town,Town of Rhone,,,
1472,New Carnaby,village,Crowplace,,,
1473,New Carnaby,town,Adamsburg,,,
1474,New Carnaby,hamlet,Floral Park,,,
1475,New Carnaby,town,Town of Orchard Hill,,,
1476,New Carnaby,town,Town of Clanston,,,
1477,New Carnaby,hamlet,Fitchfield,,,
1478,New Carnaby,hamlet,Pentuchen Center,,,
1479,New Carnaby,hamlet,Stamville,,,
1480,New Carnaby,hamlet,Devotion Rock,,,
1481,New Carnaby,hamlet,Scarburgh Center,,,
1482,New Carnaby,hamlet,Scarburgh Groves,,,
1483,New Carnaby,hamlet,Riverdale,,,
1484,New Carnaby,hamlet,Reinbold,,,
1485,New Carnaby,hamlet,East Scarburgh,,,
1486,New Carnaby,hamlet,Cherry Park,,,
1487,New Carnaby,hamlet,Croton,,,
1488,Wiarni,town,Vermouth,,,
1489,Wiarni,hamlet,North Vermouth,,,
1490,Wiarni,hamlet,Cobb's Junction,,,
1491,Wiarni,town,Maniwetoc Falls,,,
1492,Wiarni,hamlet,Maniwetoc Village,,,
1493,Wiarni,town,Winsic,,,
1494,Wiarni,city,Emmerton,1000000,,
1495,Wiarni,city,Wanaic,200000,,
1496,Wiarni,town,Sylvanton,,,
1497,Wiarni,city,Mount Wiarni,90000,,
1498,Wiarni,town,Brooksall,15000,,
1499,Wiarni,town,Wyndham,,,
1500,Wiarni,town,Nemans,,,
1501,Wiarni,town,Mayleburg,,,
1502,Wiarni,town,Tullatown,,,
1503,Passamaqueets,city,Otisport,63284,,
1504,Passamaqueets,village,Kennardshore,,,
1505,Passamaqueets,village,Kirkstown,7255,,
1506,Passamaqueets,hamlet,Burley Junction,,,
1507,Passamaqueets,hamlet,South Kirkstown,,,
1508,Passamaqueets,town,Burley,13076,,
1509,Passamaqueets,hamlet,Brookport,,,
1510,Passamaqueets,hamlet,North Kirkstown,,,
1511,Passamaqueets,town,Cruro,,,
1512,Passamaqueets,hamlet,Kennard Island,,,
1513,Passamaqueets,town,Rydersville,1350,,
1514,Passamaqueets,town,Millcastle,,,
1515,Passamaqueets,town,Foxwells Point,34600,,
1516,Passamaqueets,town,Phoenix,,,
1517,Passamaqueets,town,Rosemary,,,
1518,Passamaqueets,town,Sinedell,4317,,
1519,Passamaqueets,city,Clifgate,,,
1520,Passamaqueets,town,Westdale,39567,,
1521,Passamaqueets,town,Silveroak,25930,,
1522,Passamaqueets,village,Oulport,,,
1523,Passamaqueets,city,Burntport,,,
1524,Passamaqueets,hamlet,Hart,284,,
1525,Passamaqueets,town,Huntington Park,,,
1526,Passamaqueets,town,Stepford,,,
1527,Passamaqueets,town,Preshall,,,
1528,Passamaqueets,town,Prespool,prob 10-20k,,
1529,Passamaqueets,town,Claremont,12000,,
1530,Passamaqueets,town,Rivermerge,2847,,
1531,Passamaqueets,town,Stockton,,,
1532,Passamaqueets,town,Rend,22193,,
1533,Passamaqueets,village,Backwater Ridge,,,
1534,Passamaqueets,village,New Burton,,,
1535,Passamaqueets,town,New Bridge,,,
1536,Passamaqueets,town,Howwe,,,
1537,Passamaqueets,town,Newry,,,
1538,Passamaqueets,town,Weston,,,
1539,Passamaqueets,town,Newport,,,
1540,Passamaqueets,town,Passawk,,,
1541,Passamaqueets,town,Sudbury,,,
1542,Passamaqueets,town,Eastminster,,,
1543,Passamaqueets,town,Newberry,,,
1544,Passamaqueets,town,Oakley,3833,,
1545,Passamaqueets,city,Walthamshire,,,
1546,Passamaqueets,town,Maybury,,,
1547,Passamaqueets,town,Newton Upon Hovery,,,
1548,Passamaqueets,town,Chesterfield,,,
1549,Passamaqueets,town,Chesterham,,,
1550,Passamaqueets,town,Dorchester,,,
1551,Passamaqueets,village,Windwill Village,1022,,
1552,Passamaqueets,village,Eastover,500,,
1553,Passamaqueets,city,Burton,810310,,
1554,Passamaqueets,hamlet,Mountain Corner,,,
1555,Passamaqueets,town,Baytown,12833,,
1556,Passamaqueets,village,Carnaby Crossings,1021,,
1557,Passamaqueets,village,Qunidanac,2932,,
1558,Passamaqueets,hamlet,Silveroak Crossing,82,,
1559,Passamaqueets,town,Cranwhark,,,
1560,Passamaqueets,town,Lanthroken,,,
1561,Passamaqueets,town,Whitefield,,,
1562,Passamaqueets,town,Rosedale,,,
1563,Passamaqueets,town,Newling,64322,,
1564,Passamaqueets,town,Winchester,,,
1565,Passamaqueets,city,Southbrook,73940,,
1566,Passamaqueets,town,Clifton,,,
1567,Passamaqueets,city,Wincheford,115217,,
1568,Passamaqueets,town,Roye,,,
1569,Passamaqueets,town,Rock Hills,,,
1570,Passamaqueets,town,Standish,,,
1571,Passamaqueets,town,Middlewall,,,
1572,Passamaqueets,town,Rockwall,,,
1573,Passamaqueets,town,Larwick,,,
1574,Passamaqueets,town,Winster,,,
1575,Passamaqueets,town,Delenter,,,
1576,Passamaqueets,city,Greenville,,,
1577,Passamaqueets,town,Rockland,,,
1578,Passamaqueets,town,Ashmount,,,
1579,Passamaqueets,town,Wyvern,,,
1580,Passamaqueets,town,Harlingen,,,
1581,Passamaqueets,town,Rochester,,,
1582,Passamaqueets,town,Alperton,,,
1583,Passamaqueets,village,Unidinack,233,,
1584,Passamaqueets,village,Tawamic,382,,
1585,Passamaqueets,town,Collinfield,,,
1586,Passamaqueets,town,Salmouth,,,
1587,Passamaqueets,town,Langley,,,
1588,Passamaqueets,town,Wyndham,,,
1589,Passamaqueets,town,Windsor,40000,,
1590,Passamaqueets,village,Penhasset,,,
1591,Passamaqueets,city,Amesboro,62527,,
1592,Passamaqueets,town,Statesboro,,,
1593,Passamaqueets,town,Rosefield,,,
1594,Passamaqueets,town,New Hampden,,,
1595,Passamaqueets,town,Westford,,,
1596,Passamaqueets,town,Brookhaven,,,
1597,Passamaqueets,town,Derry,,,
1598,Passamaqueets,village,Orangetown,,,
1599,Passamaqueets,town,Jameston,,,
1600,Passamaqueets,town,Hardwick,,,
1601,Passamaqueets,village,Coventon,,,
1602,Passamaqueets,town,Heatherston,,,
1603,Passamaqueets,village,Chatham,,,
1604,Passamaqueets,village,Kingston,,,
1605,Passamaqueets,town,Queenstown,,,
1606,Passamaqueets,village,Northam,,,
1607,Passamaqueets,village,Eveston,,,
1608,Passamaqueets,town,Watertown,,,
1609,Passamaqueets,hamlet,Watertown,,,
1610,Passamaqueets,city,Newlynn,72992,,
1611,Passamaqueets,hamlet,Pointe Village,,,
1612,Passamaqueets,town,Springfield,66239,,
1613,Passamaqueets,town,Hingham,,,
1614,Passamaqueets,town,Maplehurst,,,
1615,Passamaqueets,town,Winxbury,,,
1616,Passamaqueets,town,Oakwood,,,
1617,Passamaqueets,town,Northchester,,,
1618,Passamaqueets,town,Northcross,,,
1619,Passamaqueets,town,Tollesbury,,,
1620,Passamaqueets,town,Winster,,,
1621,Passamaqueets,town,Thurminston,,,
1622,Passamaqueets,town,Limebury,,,
1623,Passamaqueets,town,Shaytall,,,
1624,Passamaqueets,town,Huntington,,,
1625,Passamaqueets,town,Hopkinham,,,
1626,Passamaqueets,town,Charlesrun,,,
1627,Passamaqueets,village,Hampstead,,,
1628,Passamaqueets,town,Edgemead,,,
1629,Passamaqueets,town,Port Chester,,,
1630,Passamaqueets,town,Longfield,,,
1631,Passamaqueets,town,Hayes,,,
1632,Passamaqueets,village,Greenfort Passage,827,,
1633,Passamaqueets,town,Greenfort,9211,,
1634,Passamaqueets,hamlet,Hardy,,,
1635,Passamaqueets,town,Lowerun,4826,,
1636,Passamaqueets,hamlet,Medley,,,
1637,Passamaqueets,village,Harrington,,,
1638,Passamaqueets,town,Beechley,,,
1639,Passamaqueets,town,Willowfield,,,
1640,Passamaqueets,town,Woodhead,,,
1641,Passamaqueets,village,Coxly,,,
1642,Passamaqueets,town,Greenslade,,,
1643,Passamaqueets,town,Llynn by the Sea,,,
1644,Passamaqueets,town,Llynn,,,
1645,Passamaqueets,town,Berrily,,,
1646,Passamaqueets,village,Denton,,,
1647,Passamaqueets,village,Norfric,,,
1648,Passamaqueets,town,Hillsbury,,,
1649,Passamaqueets,village,Northford,,,
1650,Passamaqueets,town,Cottingham,,,
1651,Passamaqueets,village,Powlmouth,,,
1652,Passamaqueets,town,Barre,,,
1653,Passamaqueets,city,Miaconda,,,
1654,Passamaqueets,city,Fallport,,,
1655,Passamaqueets,city,Cransbury,,,
1656,Passamaqueets,city,Fallsbury,,,
1657,Passamaqueets,city,Worthfield,,,
1658,Passamaqueets,town,Rockport,X,,
1659,Passamaqueets,town,Creading,,,
1660,Passamaqueets,town,Sherfield,,,
1661,Passamaqueets,town,Marland,,,
1662,Passamaqueets,town,Willhed,,,
1663,Passamaqueets,town,Bowes,,,
1664,Passamaqueets,town,Ekerdam,,,
1665,Passamaqueets,town,Wilhemshafen,,,
1666,Passamaqueets,town,Millburn,,,
1667,Passamaqueets,town,Melrose,,,
1668,Passamaqueets,town,Northport,,,
1669,Passamaqueets,town,Hardwell,,,
1670,Passamaqueets,village,Greene,,,
1671,Passamaqueets,village,West Preshall,,,
1672,Passamaqueets,town,Windale,,,
1673,Passamaqueets,village,Plainstow,,,
1674,Passamaqueets,village,Meadowbury,,,
1675,Passamaqueets,town,Wandingham,,,
1676,Passamaqueets,town,Jamesfield,,,
1677,Passamaqueets,village,Windfield,,,
1678,Passamaqueets,town,Highland,12000,,
1679,Passamaqueets,town,Rockland,12000,,
1680,Hyde,town,Clifgate,,,
1681,Hyde,town,Greenboro,,,
1682,Hyde,city,Wearhead,,,
1683,Hyde,town,Waltmore,,,
1684,Hyde,town,Mansilve,,,
1685,Hyde,town,Workesford,,,
1686,Hyde,town,Saint Anne,,,
1687,Hyde,city,Port Eleanor,,,
1688,Hyde,town,Saint Mary,,,
1689,Hyde,town,Holmist / Hšlmõst,,,
1690,Hyde,town,Muscan,,,
1691,Hyde,town,Rolocken,,,
1692,Hyde,town,Odin,,,
1693,Hyde,town,Candora,,,
1694,Hyde,town,Crimson,,,
1695,Hyde,town,Harkness,,,
1696,Hyde,town,Millbury,,,
1697,Hyde,town,Erringer,,,
1698,Hyde,town,Velwalk,,,
1699,Hyde,town,Fanover,,,
1700,Hyde,town,Rockland,,,
1701,Hyde,town,Islington,,,
1702,Hyde,town,Uxbridge,,,
1703,Hyde,town,Andover,,,
1704,Hyde,town,Grafton,,,
1705,Hyde,town,Rothboro,,,
1706,Hyde,town,Mystwalk,,,
1707,Hyde,town,Stoneham,,,
1708,Hyde,town,Solrose,,,
1709,Hyde,town,Wayon,,,
1710,Hyde,town,Rindham,,,
1711,Hyde,town,Mashaban,,,
1712,Hyde,town,South Ternack,,,
1713,Hyde,town,North Ternack,,,
1714,Hyde,town,Graythern,,,
1715,Hyde,town,Derry,,,
1716,Hyde,town,Amesbury,,,
1717,Hyde,town,Lockefork,,,
1718,Hyde,town,Otisville,,,
1719,Hyde,town,New Paskam,,,
1720,Hyde,town,Burton,,,
1721,Hyde,town,Waterfield Township,,,
1722,Hyde,town,Dunchurch,,,
1723,Hyde,town,Autumn River,,,
1724,Hyde,town,Volburn,,,
1725,Hyde,town,Heather Hill,,,
1726,Hyde,town,Norotonick,,,
1727,Hyde,town,Sheffield,,,
1728,Hyde,town,East Braswater,,,
1729,Hyde,town,West Braswater,,,
1730,Hyde,town,Wrellewood,,,
1731,Hyde,town,Earkers,,,
1732,Hyde,town,Aspwich,,,
1733,Hyde,town,Carlport,,,
1734,Hyde,town,Quentins,,,
1735,Hyde,town,Otisfield,16845,,
1736,Hyde,town,Brokesfield,600,,
1737,Hyde,hamlet,Ferryville,,,
1738,Hyde,city,Worthington,,,
1739,Hyde,town,New Atwick,,,
1740,Hyde,town,Aedenrook Crossing,,,
1741,Hyde,town,South Andover,,,
1742,Hyde,hamlet,East Lynnchester,,,
1743,Hyde,hamlet,Lynnchester Hill,,,
1744,Hyde,town,Bridgeport,,,
1745,Hyde,hamlet,North Bridgeport,,,
1746,Hyde,hamlet,Steagall Corners,,,
1747,Hyde,town,Tensack,,,
1748,Hyde,town,Seralion,,,
1749,Hyde,town,West Darian,,,
1750,Hyde,town,Darian,,,
1751,Hyde,town,Pershing Hill,,,
1752,Hyde,town,Nouthermoire,,,
1753,Hyde,town,Ayeloh Township,,,
1754,Hyde,town,Mitchell Township,,,
1755,Hyde,town,Sukie,,,
1756,Hyde,town,Valentine Township,,,
1757,Hyde,town,Hyde Coast,,,
1758,Hyde,town,North Wrellewood,,,
1759,Hyde,town,Leipisinch,,,
1760,Hyde,town,Wellneck,,,
1761,Hyde,town,Pelnscath-Orvent,,,
1762,Hyde,town,Achasphora Hills,,,
1763,Hyde,town,Caultens Locks,,,
1764,Hyde,village,Meriden,100,,
1765,Hyde,hamlet,Glastow,20,,
1766,Hyde,town,Atwick Heights,,,
1767,Hyde,village,Riverdale,,,
1768,Hyde,village,Sonnenburg,,,
1769,Hyde,town,Beligha Beach,,,
1770,Hyde,town,FL Limbo,,,
1771,Hyde,village,Meadwood Valley,,,
1772,Hyde,town,Tii'meshik (Hardaway),,,
1773,Hyde,village,Carbondale,100,,
1774,Hyde,hamlet,West Meriden,100,,
1775,Hyde,town,Draper Township,,,
1776,Hyde,town,Far Brother Township,,,
1777,Hyde,town,Ladebroke,,,
1778,Hyde,village,Greencrest,,,
1779,Hyde,town,Autumn River,,,
1780,Hyde,hamlet,Burley,,,
1781,Hyde,city,Wearhead,,,
1782,Hyde,town,Mansilve,,,
1783,Hyde,town,Otisfield,,,
1784,Hyde,town,Waltmore,,,
1785,Hyde,town,Wiscott,,,
1786,Hyde,town,Saint Anne,,,
1787,Hyde,city,Port Eleanor,,,
1788,Hyde,town,Greenboro,,,
1789,Hyde,city,Worthington,,,
1790,Hyde,town,Clifgate,,,
1791,Hyde,city,New Atwick,,,
1792,Hyde,town,Saint Mary,,,
1793,Hyde,town,Holmist,,,
1794,Hyde,town,Hextall,,,
1795,Hyde,town,Rolocken,,,
1796,Hyde,town,Hopkinton,,,
1797,Hyde,town,Canton,,,
1798,Hyde,town,Crimson,,,
1799,Hyde,town,Harkness,,,
1800,Hyde,town,Millbury,,,
1801,Hyde,town,Erringer,,,
1802,Hyde,town,Velwalk,,,
1803,Hyde,town,Fanover,,,
1804,Hyde,town,Rockland,,,
1805,Hyde,town,Islington,,,
1806,Hyde,town,Frostlass,,,
1807,Hyde,town,Uxbridge,,,
1808,Hyde,town,Trighton,,,
1809,Hyde,town,Andover,,,
1810,Hyde,town,Grafton,,,
1811,Hyde,town,Rothboro,,,
1812,Hyde,town,Mystwalk,,,
1813,Hyde,town,Stoneham,,,
1814,Hyde,town,Solrose,,,
1815,Hyde,town,Nowayton,,,
1816,Hyde,town,Rindham,,,
1817,Hyde,town,Mashaban,,,
1818,Hyde,town,South Ternack,,,
1819,Hyde,town,North Ternack,,,
1820,Hyde,town,Graythern,,,
1821,Hyde,town,Derry,,,
1822,Hyde,town,Amesbury,,,
1823,Hyde,town,Bergen,,,
1824,Hyde,town,Kingston,,,
1825,Hyde,town,Lockefork,,,
1826,Hyde,town,Prafton,,,
1827,Hyde,town,New Paskam,,,
1828,Hyde,town,Burton,,,
1829,Hyde,town,Waterfield,,,
1830,Hyde,town,Dunchurch,,,
1831,Hyde,town,Volburn,,,
1832,Hyde,town,Autumn River,,,
1833,Hyde,town,Ganymede,,,
1834,Hyde,town,Norotonick,,,
1835,Hyde,town,Sheffield,,,
1836,Hyde,town,West Braswater,,,
1837,Hyde,town,East Braswater,,,
1838,Hyde,town,Wrellwood,,,
1839,Hyde,town,Earkers,,,
1840,Hyde,town,Aspwich,,,
1841,Hyde,town,Marlport,,,
1842,Astrantia,city,Hope Harbor,,,
1843,Astrantia,city,Newport,,,
1844,Astrantia,town,Kingston,,,
1845,Astrantia,town,Southhill-on-Sea.,,,
1846,Astrantia,town,Edenbridge,,,
1847,Astrantia,town,Okehampton,,,
1848,Astrantia,town,Greenboro,,,
1849,Astrantia,city,Hartford,,,
1850,Astrantia,town,Deerfield,,,
1851,Astrantia,town,Cedar Springs,,,
1852,Astrantia,town,Ampersand Beach,,,
1853,Astrantia,town,Fallmouth,,,
1854,Astrantia,town,Oyster Bay,,,
1855,Astrantia,town,Waterford,,,
1856,Astrantia,town,Wagamiwaning,,,
1857,Astrantia,town,Otter Inlet,,,
1858,Astrantia,town,Smith's Crossing,,,
1859,Astrantia,town,St. Jamesbury,,,
1860,Astrantia,town,Riverbend,,,
1861,Astrantia,town,Phillipsburg,,,
1862,Astrantia,town,Cranberry Bay,,,
1863,Astrantia,town,August Bridge,,,
1864,Astrantia,town,Elkwood,,,
1865,Astrantia,town,MacFarlane,,,
1866,Astrantia,town,Pine Valley,,,
1867,Astrantia,town,Halfway,,,
1868,Astrantia,town,Woodbine,,,
1869,Astrantia,town,Ball,,,
1870,Astrantia,town,Waylon,,,
1871,Astrantia,town,Prosperity,,,
1872,Astrantia,town,Imminence,,,
1873,Astrantia,town,Backwood,,,
1874,Astrantia,town,More,,,
1875,Astrantia,town,Willington,,,
1876,Astrantia,town,Sunset,,,
1877,Astrantia,town,OK Junction,,,
1878,Astrantia,town,Harrington,,,
1879,Astrantia,town,Ten Miles,,,
1880,Astrantia,town,Four Acres,,,
1881,Astrantia,town,Gull Sound,,,
1882,Astrantia,town,Meadows,,,
1883,Astrantia,town,Wokoma,,,
1884,Astrantia,town,Info Falls,,,
1885,Astrantia,town,Fair Cross,,,
1886,Astrantia,town,Longman,,,
1887,Astrantia,town,Advance,,,
1888,Astrantia,town,East Vermouth,,,
1889,Astrantia,town,Woodbridge,,,
1890,Astrantia,town,Tom's Hollow,,,
1891,Astrantia,town,Hopkinsville,,,
1892,Astrantia,town,Wilburforce,,,
1893,Astrantia,town,Emmingham,,,
1894,Astrantia,town,Consentville,,,
1895,Astrantia,town,Trumans Corner,,,
1896,Astrantia,town,Almdale,,,
1897,Astrantia,town,Saint Eventine,,,
1898,Astrantia,town,Alwin Lake,,,
1899,Astrantia,town,Clare,,,
1900,Astrantia,town,Bennett,,,
1901,Astrantia,town,Deltona,,,
1902,Rougemont,village,Rougemont,,,
1903,Rougemont,village,Petitbois,,,
1904,Rougemont,town,Merville,,,
1905,Rougemont,village,Notre-Ile,,,
1906,Rougemont,village,Ahaula,,,
1907,Rougemont,town,Kotai,,,
1908,Rougemont,village,Mathisquit,,,
1909,Rougemont,village,Broadwell,,,
1910,Rougemont,hamlet,Petit Barrier Island Village,,,
1911,Rougemont,hamlet,Triora Island Village,,,
1912,Rougemont,town,Juinville,,,
1913,Rougemont,village,Munigassett,,,
1914,Rougemont,village,Higg's Peak,,,
1915,Rougemont,hamlet,Roger's Cove,,,
1916,Rougemont,hamlet,Arke,,,
1917,Rougemont,village,Bristol Harbor,,,
1918,Rougemont,city,Graydeer,65000,,
1919,Rougemont,town,Moose Lake,,,
1920,Rougemont,town,Brunswick Fork,8,,
1921,Rougemont,town,Brookfork,,,
1922,Rougemont,town,Town,,,
1923,Rougemont,town,Sagoraskway Island,,,
1924,Rougemont,town,St. Charles,10000,,
1925,Rougemont,town,Gerryport,,,
1926,Rougemont,town,Tommy's Harbor,,,
1927,Rougemont,town,Saint Charlotte,10000,,
1928,Rougemont,town,Manatee,,,
1929,Rougemont,town,Arborville,,,
1930,Rougemont,village,Greenville,,,
1931,Rougemont,town,Jamesboro,,,
1932,Rougemont,village,Siskuomi,,,
1933,Rougemont,village,Reindeer Island,,,
1934,Rougemont,village,Harborough Island,,,
1935,Rougemont,hamlet,Hillside,,,
1936,Rougemont,town,Upper Hollow,,,
1937,Rougemont,village,Monroe,,,
1938,Rougemont,village,Elks Hollow,,,
1939,Rougemont,town,Namsu,,,
1940,Rougemont,hamlet,Forward Harbor,,,
1941,Rougemont,village,Lion Point,,,
1942,Rougemont,village,Reton,,,
1943,Rougemont,village,East Namsu,,,
1944,Rougemont,village,Moon Lake,,,
1945,Rougemont,village,Anjeen,,,
1946,Rougemont,village,Sharpe  Peak,,,
1947,Rougemont,town,Remmington,,,
1948,Rougemont,village,Jones Crossing,,,
1949,Rougemont,village,Janvierville,,,
1950,Rougemont,village,Farmer Crossroads,,,
1951,Rougemont,village,Arbreville,,,
1952,Rougemont,town,Marsh Hill,,,
1953,Rougemont,hamlet,Pomme,,,
1954,Rougemont,village,Ile du Port,,,
1955,Rougemont,town,Atherton Creek,,,
1956,Rougemont,village,Point Angelica,,,
1957,Rougemont,town,North Sanquistine,,,
1958,Rougemont,town,Paulsville,,,
1959,Rougemont,city,Sanquistine,90000,,
1960,Rougemont,hamlet,Farmsville,,,
1961,Rougemont,village,Village,,,
1962,Rougemont,village,Village,,,
1963,Rougemont,village,Village,,,
1964,Rougemont,village,Chrysler Beach,,,
1965,Rougemont,village,Haynes Crossroads,,,
1966,Rougemont,village,Mountainton,,,
1967,Rougemont,hamlet,North Marsh,,,
1968,Rougemont,hamlet,Porterburg,,,
1969,Rougemont,town,Taultinan,,,
1970,Rougemont,village,Rockville,,,
1971,Rougemont,village,Sawyertown,,,
1972,Rougemont,village,East Avilet,,,
1973,Rougemont,hamlet,Seagull Bay,,,
1974,Rougemont,village,Notre-Dame-du-Rivador,,,
1975,Rougemont,village,Seventy-Four,,,
1976,Rougemont,village,New Jonesburg,,,
1977,Rougemont,village,Harbor Village,,,
1978,Rougemont,village,Anton,,,
1979,Rougemont,village,Manuserak,,,
1980,Rougemont,hamlet,James Crossing,,,
1981,Rougemont,village,Pikesburg,,,
1982,Rougemont,village,Parlerville,,,
1983,Rougemont,hamlet,Montsville,,,
1984,Rougemont,hamlet,Freedom,,,
1985,Rougemont,village,Hillville,,,
1986,Rougemont,hamlet,Le Sauveur,,,
1987,Rougemont,village,Breloque,,,
1988,Rougemont,village,Libreville,,,
1989,Rougemont,village,Huntington,,,
1990,Rougemont,town,Cartersville,,,
1991,Rougemont,village,Rivers Bend,,,
1992,Rougemont,city,Sanquistine,,,
1993,Rougemont,town,Remmington,,,
1994,Rougemont,town,Saint Charlotte,,,
1995,Rougemont,town,Marsh Hill,,,
1996,Opelika,village,Sandy Crossroads,,,
1997,Opelika,village,Rochdale,1640,,
1998,Opelika,village,Village,,,
1999,Opelika,town,Tansid,,,
2000,Opelika,town,Sapper Inlet,,,
2001,Opelika,village,Carson Crest,,,
2002,Opelika,town,Gravel Harbor,1640,,
2003,Opelika,town,Marshport,1980,,
2004,Opelika,village,Clarksdale,,,
2005,Opelika,village,Bay Point,,,
2006,Opelika,town,Sodstown,,,
2007,Opelika,village,Pirn,,,
2008,Opelika,village,West Marshport,,,
2009,Opelika,town,Wirtville,,,
2010,Opelika,town,Salmon Center,,,
2011,Opelika,hamlet,Village,,,
2012,Opelika,village,Vineland,,,
2013,Opelika,village,Gosleytown,,,
2014,Opelika,hamlet,Fours View,,,
2015,Opelika,village,South Crossing,,,
2016,Opelika,village,North Castor,,,
2017,Opelika,village,1k-2k,,,
2018,Opelika,village,Junctor,,,
2019,Opelika,village,Southfield,,,
2020,Opelika,village,Whitcomb,,,
2021,Opelika,village,Birnley,,,
2022,Opelika,village,Burtonburg,,,
2023,Opelika,village,Jed,,,
2024,Opelika,village,Salmonside Homes,,,
2025,Opelika,village,Harley Beach,,,
2026,Opelika,hamlet,Lucas Springs,,,
2027,Opelika,hamlet,Hewick Landing,,,
2028,Opelika,town,Trentsville,,,
2029,Opelika,town,Tuttock,38955,,
2030,Opelika,town,Bluffsdale,2130,,
2031,Opelika,town,Denton,,,
2032,Opelika,town,Fort Lloyd,,,
2033,Opelika,town,Marland,,,
2034,Opelika,town,Crawford,,,
2035,Opelika,town,East Douglass,,,
2036,Opelika,city,Holmes,94233,,
2037,Opelika,city,Cumberland,119706,,
2038,Opelika,city,Richardsport,163008,,
2039,Opelika,city,Montegoss,129570,,
2040,Opelika,town,Midland,,,
2041,Opelika,town,Agnersville,,,
2042,Opelika,town,Woodland,,,
2043,Opelika,town,Jamestown,,,
2044,Opelika,town,Lake Caldwell,12301,,
2045,Opelika,village,Masonsboro,,,
2046,Opelika,village,Milton,,,
2047,Opelika,village,Hackney,,,
2048,Opelika,village,Neril,,,
2049,Opelika,town,Marksville,,,
2050,Opelika,village,Refuge,,,
2051,Opelika,village,Waulders,,,
2052,Opelika,village,Darryllville,,,
2053,Opelika,village,Curtis,,,
2054,Opelika,village,Summersburg,,,
2055,Opelika,village,Burns Lighthouse,,,
2056,Opelika,town,Abell Bay,,,
2057,Opelika,village,Westmeadows,,,
2058,Opelika,town,Hanes,26788,,
2059,Opelika,town,Powell Harbor,,,
2060,Opelika,village,Waynesville,4877,,
2061,Opelika,hamlet,Wadsworth,227,,
2062,Opelika,town,Garfield,30065,,
2063,Opelika,town,Breshall,21150,,
2064,Opelika,town,Lowsbricker Downs,17803,,
2065,Opelika,village,Quemmuth,,,
2066,Opelika,town,Ashland,38105,,
2067,Opelika,town,Corporal,,,
2068,Opelika,town,Hillardston,,,
2069,Opelika,town,Ferguson Springs,,,
2070,Opelika,village,Sawyers Ferry,,,
2071,Opelika,village,Fort Deluge,,,
2072,Opelika,town,Elmer Shores,,,
2073,Opelika,village,Folly Gambit,,,
